host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price
f,strict_14_with_grace_period,f,2,Russian Hill,37.80156,-122.42429,Condominium,Entire home/apt,4,1,2,2,Real Bed,270,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,197.0
t,moderate,t,4,Parkside,37.74025,-122.48502,House,Private room,2,1,1,2,Real Bed,2,3,80.0,10.0,10.0,9.0,10.0,9.0,9.0,75.0
t,moderate,t,4,Parkside,37.74108,-122.48549,House,Private room,2,1,1,2,Real Bed,2,3,93.0,10.0,10.0,10.0,10.0,9.0,10.0,75.0
t,moderate,t,4,Parkside,37.74108,-122.48337,House,Entire home/apt,7,2,3,6,Real Bed,1,34,95.0,10.0,10.0,10.0,10.0,9.0,9.0,200.0
f,moderate,t,1,Bernal Heights,37.73601,-122.41903,House,Entire home/apt,6,2,3,4,Real Bed,4,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,440.0
t,moderate,f,1,Parkside,37.74534,-12.24889,House,Private room,2,1,1,1,Real Bed,2,81,99.0,10.0,10.0,10.0,10.0,10.0,10.0,80.0
f,strict_14_with_grace_period,f,44,Mission,37.76158,-12.24182,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,5,90.0,10.0,9.0,10.0,10.0,9.0,8.0,109.0
f,strict_14_with_grace_period,f,35,Bernal Heights,37.73467,-122.42694,House,Entire home/apt,4,1,3,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
t,moderate,t,1,Noe Valley,37.74748,-122.43245,Apartment,Private room,2,1,1,1,Real Bed,2,59,100.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
f,moderate,f,1,Excelsior,0.00037729999999999996,-122.41717,House,Entire home/apt,4,1,2,2,Real Bed,2,2,100.0,10.0,10.0,10.0,10.0,9.0,10.0,134.0
f,moderate,f,7,South of Market,37.78143,-122.41064,Hotel,Private room,2,8,1,1,Real Bed,30,2,80.0,8.0,9.0,10.0,10.0,7.0,8.0,60.0
f,flexible,f,7,Downtown/Civic Center,37.78604,-122.41394,Hostel,Private room,2,8,0,1,Real Bed,1,21,77.0,9.0,8.0,10.0,9.0,7.0,8.0,70.0
f,flexible,t,7,Downtown/Civic Center,37.78629,-122.41264,Hostel,Private room,3,8,0,2,Real Bed,1,36,67.0,8.0,7.0,9.0,9.0,6.0,7.0,85.0
t,flexible,t,1,Outer Sunset,37.76281,-122.50634,Guest suite,Entire home/apt,2,1,1,2,Real Bed,2,46,98.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0
f,moderate,t,2,Bernal Heights,37.74679,-122.41107,House,Private room,2,1,1,1,Real Bed,5,14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,105.0
f,moderate,t,1,Outer Sunset,37.75359,-122.48137,Apartment,Entire home/apt,4,1,2,3,Real Bed,4,38,99.0,10.0,10.0,10.0,10.0,9.0,10.0,180.0
t,strict_14_with_grace_period,f,1,Inner Richmond,37.77723,-122.44819,House,Private room,2,1,1,1,Real Bed,30,28,96.0,9.0,10.0,10.0,10.0,10.0,10.0,82.0
t,moderate,f,1,Castro/Upper Market,37.75707,-122.44017,Condominium,Private room,2,1,1,1,Real Bed,2,66,98.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0
t,strict_14_with_grace_period,f,89,Downtown/Civic Center,37.78873,-122.41066,Hotel,Private room,4,1,0,2,Real Bed,1,23,97.0,10.0,10.0,10.0,10.0,10.0,10.0,235.0
t,strict_14_with_grace_period,f,89,Downtown/Civic Center,37.78881,-122.41153,Hotel,Private room,4,1,0,2,Real Bed,1,29,98.0,10.0,10.0,10.0,10.0,10.0,9.0,235.0
t,moderate,f,1,Castro/Upper Market,37.75829,-122.43043,House,Entire home/apt,4,1,2,2,Real Bed,3,57,100.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
t,moderate,t,2,Noe Valley,37.74985,-1.22432,House,Private room,2,1,1,1,Real Bed,2,57,98.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0
t,moderate,f,1,Excelsior,37.72116,-122.42716,Guest suite,Entire home/apt,2,1,0,1,Real Bed,3,22,97.0,10.0,10.0,10.0,10.0,9.0,10.0,135.0
f,strict_14_with_grace_period,f,4,Potrero Hill,37.76276,-122.39679,House,Private room,2,2,1,1,Real Bed,30,58,93.0,9.0,9.0,10.0,10.0,10.0,9.0,120.0
f,moderate,t,3,Noe Valley,37.74712,-122.42595,House,Private room,2,3,1,1,Real Bed,2,12,97.0,10.0,10.0,10.0,10.0,10.0,10.0,65.0
f,moderate,t,1,Western Addition,37.77379,-122.42732,Apartment,Private room,1,1,1,1,Real Bed,2,48,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
t,moderate,f,2,Castro/Upper Market,37.76566,-122.43684,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
t,moderate,t,2,Bernal Heights,37.74515,-122.42048,Apartment,Entire home/apt,2,1,1,1,Real Bed,4,18,96.0,10.0,9.0,10.0,10.0,10.0,9.0,175.0
f,strict_14_with_grace_period,f,1,Parkside,37.74715,-122.47255,House,Entire home/apt,4,1,2,2,Real Bed,6,7,95.0,10.0,10.0,10.0,10.0,9.0,9.0,140.0
t,flexible,f,1,Haight Ashbury,37.76692,-122.44461,Apartment,Entire home/apt,2,1,1,2,Real Bed,2,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0
t,moderate,f,852,South of Market,37.77739,-122.39821,Apartment,Entire home/apt,2,2,1,1,Real Bed,30,1,100.0,10.0,10.0,8.0,10.0,8.0,8.0,188.0
f,moderate,f,1,Outer Richmond,37.77367,-122.49393,Apartment,Entire home/apt,6,2,3,3,Real Bed,3,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,449.0
f,strict_14_with_grace_period,t,14,Lakeshore,37.73117,-122.48718,House,Private room,1,1,1,1,Real Bed,30,2,80.0,8.0,7.0,7.0,7.0,7.0,7.0,66.0
t,strict_14_with_grace_period,t,2,Financial District,37.79011,-12.24068,Serviced apartment,Entire home/apt,2,1,0,1,Real Bed,2,20,98.0,10.0,10.0,10.0,10.0,10.0,9.0,75.0
f,strict_14_with_grace_period,t,14,Lakeshore,37.73255,-122.48936,House,Private room,2,1,1,1,Real Bed,30,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,45.0
t,moderate,f,1,Pacific Heights,37.79629,-12.24327,House,Private room,1,1,1,1,Real Bed,2,81,99.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
t,moderate,f,1,Pacific Heights,37.79197,-122.42977,Apartment,Entire home/apt,3,1,0,2,Real Bed,28,56,97.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
t,moderate,t,2,Bernal Heights,0.37747,-122.41921,Apartment,Private room,2,1,1,1,Real Bed,3,23,96.0,10.0,10.0,10.0,10.0,10.0,9.0,158.0
t,flexible,f,1,Ocean View,0.37719,-122.45254,Apartment,Private room,4,1,1,1,Real Bed,1,145,100.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0
t,moderate,f,2,Nob Hill,37.79146,-1.22417,Apartment,Entire home/apt,10,3,4,5,Real Bed,30,96,97.0,10.0,10.0,10.0,10.0,10.0,9.0,495.0
t,strict_14_with_grace_period,f,3,Bayview,37.73522,-12.23889,House,Entire home/apt,5,1,2,2,Real Bed,4,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,300.0
t,moderate,f,9,Outer Mission,37.72326,-122.44063,House,Private room,2,1,1,1,Real Bed,2,41,98.0,10.0,10.0,10.0,10.0,9.0,10.0,90.0
t,moderate,t,9,Outer Mission,37.72467,-122.43943,House,Private room,2,1,1,1,Real Bed,2,87,97.0,10.0,10.0,10.0,10.0,9.0,9.0,80.0
t,strict_14_with_grace_period,t,3,Outer Mission,37.72151,-122.43823,Apartment,Entire home/apt,8,1,2,1,Real Bed,7,30,100.0,10.0,10.0,10.0,10.0,9.0,10.0,280.0
f,moderate,f,10,Lakeshore,37.72863,-122.49153,Apartment,Private room,2,1,1,1,Real Bed,1,65,92.0,9.0,10.0,10.0,9.0,9.0,9.0,69.0
f,strict_14_with_grace_period,f,1,North Beach,37.80176,-122.40607,Apartment,Entire home/apt,3,1,1,3,Real Bed,30,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,450.0
t,strict_14_with_grace_period,t,2,Outer Sunset,37.75661,-122.47669,House,Private room,2,2,1,1,Real Bed,2,122,100.0,10.0,10.0,10.0,10.0,10.0,10.0,65.0
t,strict_14_with_grace_period,f,2,Marina,37.79936,-122.44412,Apartment,Entire home/apt,4,1,1,2,Real Bed,2,38,99.0,10.0,10.0,10.0,10.0,10.0,9.0,335.0
t,strict_14_with_grace_period,t,2,Outer Sunset,37.75574,-122.47759,House,Private room,2,2,1,1,Real Bed,2,83,99.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0
f,flexible,f,1,Western Addition,37.77873,-122.44396,Guest suite,Entire home/apt,2,1,1,1,Real Bed,2,86,100.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
t,moderate,t,1,Pacific Heights,37.79044,-122.43933,Apartment,Entire home/apt,3,1,0,1,Real Bed,2,18,97.0,10.0,9.0,10.0,10.0,10.0,10.0,140.0
t,strict_14_with_grace_period,t,3,Mission,3.77519,-122.41101,Apartment,Private room,1,2,1,1,Real Bed,1,87,99.0,10.0,10.0,10.0,10.0,10.0,10.0,84.0
t,moderate,f,1,Outer Mission,37.71375,-122.44554,House,Private room,2,1,1,1,Real Bed,1,42,94.0,10.0,10.0,10.0,10.0,9.0,9.0,200.0
t,strict_14_with_grace_period,f,2,Potrero Hill,37.75469,-122.39967,Apartment,Private room,2,1,1,1,Real Bed,1,154,99.0,10.0,10.0,10.0,10.0,10.0,10.0,70.0
t,strict_14_with_grace_period,t,3,Mission,37.75067,-122.41275,Apartment,Private room,1,2,1,1,Real Bed,1,84,99.0,10.0,10.0,10.0,10.0,10.0,10.0,89.0
t,strict_14_with_grace_period,t,3,Mission,37.75228,-122.41137,Apartment,Private room,1,2,1,1,Real Bed,1,93,99.0,10.0,10.0,10.0,10.0,10.0,10.0,89.0
f,moderate,t,1,Bernal Heights,37.73864,-122.41396,House,Entire home/apt,4,1,2,2,Real Bed,3,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
f,strict_14_with_grace_period,f,10,Lakeshore,37.73048,-12.24921,Guesthouse,Entire home/apt,8,2,2,4,Real Bed,1,52,91.0,10.0,9.0,10.0,10.0,9.0,9.0,150.0
f,strict_14_with_grace_period,f,10,Outer Sunset,37.76422,-122.47725,Apartment,Private room,3,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,57.0
f,flexible,f,43,South of Market,37.77237,-122.41783,Townhouse,Shared room,1,3,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0
f,flexible,t,1,Outer Sunset,37.75114,-12.24949,House,Entire home/apt,8,3,4,4,Real Bed,4,2,90.0,10.0,7.0,10.0,10.0,8.0,10.0,280.0
t,strict_14_with_grace_period,f,1,Western Addition,37.78009,-122.44141,House,Entire home/apt,4,1,2,2,Real Bed,30,34,96.0,10.0,10.0,10.0,10.0,10.0,9.0,149.0
f,strict_14_with_grace_period,t,1,Potrero Hill,37.76112,-122.40399,Guest suite,Entire home/apt,2,1,1,2,Real Bed,2,31,92.0,9.0,9.0,9.0,10.0,10.0,9.0,190.0
f,flexible,f,4,Ocean View,37.71001,-122.46168,House,Private room,3,1,1,2,Real Bed,1,27,93.0,10.0,9.0,10.0,10.0,9.0,9.0,65.0
t,moderate,f,1,Inner Richmond,37.77863,-122.44731,Apartment,Entire home/apt,4,1,1,3,Real Bed,3,59,99.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0
f,strict_14_with_grace_period,f,35,Potrero Hill,37.75385,-122.39686,Guest suite,Entire home/apt,4,1,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
f,strict_14_with_grace_period,f,1,Inner Richmond,3.77817,-122.47647,Apartment,Private room,1,1,1,1,Real Bed,30,2,100.0,10.0,10.0,10.0,9.0,10.0,10.0,76.0
f,moderate,t,2,Ocean View,37.70875,-122.46423,Guest suite,Entire home/apt,2,1,1,1,Real Bed,2,55,92.0,9.0,10.0,10.0,10.0,9.0,10.0,39.0
t,flexible,f,2,Parkside,37.74868,-122.47502,House,Private room,2,1,1,1,Real Bed,1,132,98.0,10.0,10.0,10.0,10.0,9.0,10.0,95.0
f,strict_14_with_grace_period,f,4,Outer Sunset,37.75549,-122.50206,Apartment,Entire home/apt,2,1,1,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,128.0
t,flexible,t,1,Visitacion Valley,37.72071,-122.40903,Guest suite,Entire home/apt,3,1,1,2,Real Bed,1,112,99.0,10.0,10.0,10.0,10.0,9.0,9.0,65.0
t,strict_14_with_grace_period,f,1,Nob Hill,37.79543,-122.41067,Tiny house,Entire home/apt,2,1,1,2,Real Bed,1,39,98.0,10.0,10.0,10.0,10.0,10.0,9.0,325.0
f,moderate,t,1,Noe Valley,3.77523,-12.24267,Apartment,Entire home/apt,3,1,1,2,Real Bed,30,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,151.0
f,strict_14_with_grace_period,f,1,Mission,37.75422,-122.41697,Apartment,Entire home/apt,4,2,1,2,Real Bed,2,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
f,moderate,f,1,Pacific Heights,0.37789,-122.43883,Apartment,Entire home/apt,2,1,1,1,Real Bed,7,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0
f,moderate,f,1,Castro/Upper Market,37.75788,-122.42711,Condominium,Entire home/apt,4,2,2,2,Real Bed,2,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,390.0
f,strict_14_with_grace_period,t,2,Mission,37.75194,-122.41038,Apartment,Entire home/apt,4,1,2,2,Real Bed,3,5,95.0,10.0,10.0,10.0,10.0,10.0,9.0,120.0
f,moderate,f,1,Ocean View,37.71893,-122.45478,House,Entire home/apt,5,1,2,3,Real Bed,4,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
t,moderate,t,1,West of Twin Peaks,37.74313,-122.45211,House,Entire home/apt,2,1,1,1,Real Bed,2,95,98.0,10.0,10.0,10.0,10.0,10.0,9.0,150.0
f,moderate,t,1,Outer Mission,37.73271,-12.24475,House,Entire home/apt,6,1,2,4,Real Bed,30,50,98.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
f,strict_14_with_grace_period,t,14,Lakeshore,37.73112,-12.24876,House,Private room,1,1,1,1,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,67.0
f,moderate,f,7,South of Market,37.78126,-122.40962,Hostel,Private room,2,8,1,1,Real Bed,30,6,80.0,9.0,9.0,9.0,8.0,8.0,9.0,65.0
f,flexible,t,43,South of Market,37.77322,-122.41655,House,Shared room,4,3,1,2,Real Bed,180,1,80.0,8.0,6.0,10.0,10.0,10.0,6.0,40.0
f,flexible,f,43,South of Market,37.77246,-122.41771,House,Shared room,4,3,1,4,Real Bed,60,1,98.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0
f,moderate,f,1,Presidio Heights,37.78322,-12.24505,House,Entire home/apt,6,1,2,3,Real Bed,3,43,98.0,10.0,10.0,10.0,10.0,9.0,10.0,249.0
f,moderate,f,2,Downtown/Civic Center,37.78962,-122.41114,Condominium,Entire home/apt,4,1,1,2,Real Bed,1,35,96.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
f,strict_14_with_grace_period,f,10,Outer Sunset,37.76299,-122.47712,Apartment,Private room,2,1,1,1,Real Bed,30,6,100.0,10.0,10.0,10.0,10.0,10.0,9.0,62.0
t,moderate,f,4,Russian Hill,37.79859,-122.41854,Condominium,Entire home/apt,2,1,1,2,Real Bed,90,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,214.0
f,strict_14_with_grace_period,f,4,Outer Mission,37.72516,-122.44198,House,Private room,1,1,1,1,Real Bed,30,4,80.0,10.0,7.0,10.0,8.0,9.0,8.0,67.0
f,moderate,f,2,Downtown/Civic Center,37.78845,-122.41213,Condominium,Shared room,2,1,1,1,Real Bed,1,102,97.0,10.0,10.0,10.0,10.0,10.0,9.0,65.0
t,moderate,f,3,Inner Richmond,37.77743,-122.47018,House,Private room,2,1,1,1,Real Bed,7,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
t,strict_14_with_grace_period,f,1,Castro/Upper Market,37.75989,-122.43584,Condominium,Entire home/apt,2,1,2,2,Real Bed,30,5,100.0,10.0,10.0,10.0,10.0,10.0,9.0,162.0
t,strict_14_with_grace_period,f,5,Chinatown,37.79291,-1.22408,Apartment,Entire home/apt,4,1,0,2,Real Bed,30,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,105.0
f,moderate,f,1,Western Addition,37.77121,-122.43266,Condominium,Entire home/apt,4,1,2,3,Real Bed,3,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,650.0
t,strict_14_with_grace_period,t,1,Bayview,37.71876,-122.39104,House,Private room,3,1,1,2,Real Bed,1,64,96.0,10.0,10.0,10.0,10.0,9.0,9.0,106.0
t,strict_14_with_grace_period,t,2,Nob Hill,37.79443,-122.41814,Apartment,Entire home/apt,6,1,2,3,Real Bed,30,5,96.0,10.0,8.0,10.0,10.0,10.0,9.0,143.0
t,flexible,f,1,Bernal Heights,37.74568,-12.24112,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,61,100.0,10.0,10.0,10.0,10.0,10.0,9.0,220.0
t,moderate,t,1,Western Addition,37.77693,-122.42451,Guest suite,Entire home/apt,4,1,1,2,Real Bed,1,65,100.0,10.0,10.0,10.0,10.0,10.0,9.0,348.0
f,flexible,f,1,Parkside,37.73859,-12.24723,House,Entire home/apt,6,3,3,4,Real Bed,5,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,410.0
t,moderate,f,1,Bernal Heights,37.73882,-122.41351,House,Entire home/apt,6,2,3,3,Real Bed,3,10,98.0,10.0,10.0,10.0,10.0,9.0,10.0,300.0
t,strict_14_with_grace_period,t,7,North Beach,37.80155,-122.41027,Apartment,Private room,2,1,1,1,Real Bed,2,63,97.0,10.0,10.0,10.0,10.0,10.0,10.0,149.0
f,moderate,f,1,Seacliff,37.78648,-122.48868,House,Entire home/apt,8,3,4,4,Real Bed,30,14,97.0,10.0,10.0,10.0,10.0,10.0,10.0,400.0
t,strict_14_with_grace_period,f,2,Castro/Upper Market,37.75984,-122.42639,Apartment,Entire home/apt,4,1,2,2,Real Bed,3,11,96.0,10.0,10.0,9.0,9.0,10.0,8.0,325.0
t,flexible,t,37,Chinatown,37.79084,-122.40685,Boutique hotel,Private room,2,1,1,1,Real Bed,2,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
f,strict_14_with_grace_period,f,35,Financial District,37.79611,-12.24051,Apartment,Entire home/apt,2,1,1,2,Real Bed,30,1,80.0,10.0,10.0,10.0,10.0,8.0,8.0,140.0
t,moderate,f,5,Marina,3.77975,-122.43626,Apartment,Private room,2,1,1,1,Real Bed,1,86,98.0,10.0,10.0,10.0,10.0,10.0,9.0,109.0
f,flexible,t,1,Inner Richmond,3.77792,-122.46975,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,44,93.0,10.0,9.0,10.0,10.0,10.0,9.0,90.0
f,moderate,f,1,Pacific Heights,37.79005,-12.24308,Apartment,Entire home/apt,2,1,1,1,Real Bed,31,27,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
f,strict_14_with_grace_period,t,14,Lakeshore,37.73325,-12.24871,House,Private room,2,1,1,1,Real Bed,30,2,60.0,6.0,6.0,10.0,10.0,10.0,6.0,45.0
t,flexible,f,2,Downtown/Civic Center,37.78431,-122.42014,Boutique hotel,Private room,2,1,1,1,Real Bed,2,78,95.0,10.0,10.0,10.0,10.0,9.0,10.0,150.0
f,strict_14_with_grace_period,t,2,Chinatown,37.79098,-122.40625,Hotel,Private room,2,1,0,1,Real Bed,4,4,93.0,10.0,10.0,10.0,10.0,10.0,9.0,700.0
f,strict_14_with_grace_period,f,87,Downtown/Civic Center,3.77843,-122.41492,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,87.0
f,strict_14_with_grace_period,f,4,Outer Mission,37.72644,-122.44199,House,Private room,2,1,1,1,Real Bed,30,8,85.0,8.0,9.0,10.0,10.0,8.0,8.0,78.0
f,strict_14_with_grace_period,f,87,Downtown/Civic Center,37.78444,-122.41591,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,2,70.0,10.0,10.0,7.0,9.0,6.0,7.0,80.0
t,moderate,t,1,Potrero Hill,37.75615,-122.38776,Apartment,Entire home/apt,2,1,1,1,Real Bed,3,16,99.0,10.0,10.0,10.0,10.0,10.0,10.0,280.0
f,strict_14_with_grace_period,t,14,Lakeshore,37.73163,-122.48718,House,Private room,1,1,0,1,Real Bed,30,3,87.0,8.0,8.0,9.0,9.0,10.0,10.0,45.0
t,flexible,t,37,Chinatown,37.79148,-122.40637,Boutique hotel,Private room,2,1,1,1,Real Bed,2,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
f,strict_14_with_grace_period,f,33,Western Addition,37.78691,-12.24389,Townhouse,Entire home/apt,6,1,3,3,Real Bed,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,206.0
f,strict_14_with_grace_period,t,1,Outer Mission,37.72595,-122.43705,House,Entire home/apt,13,2,3,3,Real Bed,2,75,95.0,9.0,10.0,10.0,10.0,9.0,9.0,275.0
f,strict_14_with_grace_period,t,1,Crocker Amazon,37.71234,-122.43747,House,Private room,2,1,1,1,Real Bed,3,57,94.0,10.0,9.0,10.0,10.0,9.0,9.0,121.0
f,moderate,f,1,Bernal Heights,37.73695,-122.41109,House,Private room,1,1,1,1,Real Bed,1,65,98.0,10.0,10.0,10.0,10.0,9.0,10.0,63.0
f,moderate,f,4,Visitacion Valley,37.71975,-122.40178,Apartment,Entire home/apt,6,1,1,3,Real Bed,30,28,89.0,9.0,8.0,10.0,10.0,9.0,9.0,180.0
t,moderate,t,2,Twin Peaks,37.74895,-122.44704,House,Entire home/apt,5,2,2,3,Real Bed,2,16,95.0,9.0,10.0,10.0,10.0,9.0,8.0,300.0
f,moderate,f,4,Visitacion Valley,3.77197,-122.40086,House,Entire home/apt,2,1,1,1,Real Bed,30,20,90.0,9.0,9.0,10.0,10.0,9.0,9.0,70.0
f,strict_14_with_grace_period,t,2,Nob Hill,37.79659,-122.41603,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,18,79.0,9.0,7.0,9.0,9.0,10.0,9.0,80.0
t,moderate,f,3,Seacliff,37.78623,-122.49342,House,Entire home/apt,7,3,4,0,Real Bed,1,13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3394.0
t,flexible,f,3,South of Market,37.77746,-12.24083,Condominium,Entire home/apt,2,1,1,1,Real Bed,3,10,96.0,10.0,10.0,9.0,10.0,9.0,9.0,249.0
f,strict_14_with_grace_period,t,1,Mission,3.77514,-122.40902,Apartment,Entire home/apt,4,2,2,2,Real Bed,30,1,98.0,10.0,10.0,10.0,10.0,10.0,10.0,220.0
t,moderate,f,852,Nob Hill,37.79477,-122.41303,Apartment,Entire home/apt,4,1,2,2,Real Bed,30,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,182.0
f,strict_14_with_grace_period,t,51,Financial District,37.79557,-122.39842,Apartment,Entire home/apt,4,1,0,1,Real Bed,31,2,90.0,8.0,10.0,6.0,9.0,10.0,9.0,130.0
f,moderate,f,2,Castro/Upper Market,37.75983,-122.43527,Apartment,Private room,2,1,1,2,Real Bed,2,77,99.0,10.0,10.0,10.0,10.0,10.0,10.0,188.0
f,flexible,f,1,Inner Richmond,37.77762,-122.45973,Apartment,Entire home/apt,4,1,1,1,Real Bed,30,3,100.0,10.0,10.0,9.0,10.0,10.0,10.0,100.0
f,strict_14_with_grace_period,t,2,Excelsior,37.73095,-122.42726,House,Private room,5,1,2,2,Real Bed,2,9,100.0,10.0,9.0,10.0,10.0,10.0,10.0,90.0
t,moderate,f,852,Nob Hill,37.79685,-122.41116,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,143.0
t,moderate,f,852,South of Market,37.77446,-122.41849,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
t,moderate,f,2,Mission,37.76398,-122.42383,Apartment,Entire home/apt,5,1,2,3,Real Bed,30,44,96.0,10.0,10.0,10.0,10.0,10.0,9.0,400.0
t,strict_14_with_grace_period,t,2,Nob Hill,3.77934,-122.41486,Apartment,Entire home/apt,4,1,1,3,Real Bed,30,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,164.0
f,strict_14_with_grace_period,f,1,Inner Sunset,37.76171,-122.46836,House,Entire home/apt,7,2,4,5,Real Bed,5,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,395.0
t,moderate,f,1,Bernal Heights,37.74468,-122.42065,Apartment,Entire home/apt,4,2,1,2,Real Bed,31,14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,320.0
f,flexible,f,5,Marina,37.80318,-122.43837,House,Entire home/apt,4,1,2,2,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
f,flexible,t,1,Potrero Hill,37.75461,-122.40226,Guest suite,Entire home/apt,2,1,1,1,Real Bed,1,25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0
f,flexible,f,5,Inner Richmond,37.78345,-122.46331,House,Private room,3,2,1,2,Real Bed,1,146,93.0,10.0,9.0,10.0,10.0,9.0,9.0,90.0
t,moderate,t,2,Bernal Heights,37.74591,-122.41013,House,Entire home/apt,6,1,2,2,Real Bed,3,41,99.0,10.0,10.0,10.0,10.0,10.0,9.0,400.0
f,moderate,f,1,Haight Ashbury,37.77014,-122.44521,Apartment,Entire home/apt,6,2,3,3,Real Bed,4,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,450.0
t,strict_14_with_grace_period,t,2,Western Addition,37.77483,-122.43406,Apartment,Entire home/apt,2,1,1,1,Real Bed,2,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
f,moderate,f,1,West of Twin Peaks,37.74559,-122.45882,House,Entire home/apt,4,2,2,2,Real Bed,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
f,flexible,t,2,Castro/Upper Market,37.76332,-122.44029,House,Private room,1,1,1,1,Real Bed,60,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
t,flexible,t,37,Chinatown,37.79124,-122.40645,Boutique hotel,Private room,2,1,0,1,Real Bed,2,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
f,flexible,f,5,Inner Richmond,37.78359,-122.46353,House,Private room,3,2,1,2,Real Bed,1,127,92.0,10.0,10.0,10.0,10.0,10.0,9.0,80.0
f,strict_14_with_grace_period,f,44,South of Market,3.77791,-122.40579,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
f,flexible,t,4,Glen Park,37.73877,-122.42885,House,Private room,2,1,1,1,Real Bed,30,23,90.0,9.0,9.0,9.0,9.0,9.0,9.0,120.0
